"","종목코드","종목명","현재가","대비","등락률","거래량","거래대금","시가","고가","저가","시가총액","시가총액비중...","상장주식수","외국인.보유주식수","외국인.지분율...","총카운트","market"
"1609","039340","한국경제TV",3890,10,0.3,63906,246066685,3880,3895,3820,8.947e+10,0.03,2.3e+07,NA,NA,NA,"KQ"
"1610","005860","한일사료",2270,-20,-0.9,984561,2251484740,2305,2340,2245,89446364950,0.03,39403685,NA,NA,NA,"KQ"
"1611","073640","삼원테크",1815,15,0.8,229488,401097125,1810,1825,1715,89418174780,0.03,49266212,NA,NA,NA,"KQ"
"1612","053280","예스24",5190,40,0.8,15423,79267840,5170,5200,5090,8.9268e+10,0.03,17200000,NA,NA,NA,"KQ"
"1613","084650","랩지노믹스",9840,150,1.6,193921,1888215290,9730,9840,9550,89233213440,0.03,9068416,NA,NA,NA,"KQ"
"1614","067570","엔브이에이치코리아",3105,45,1.5,18453,56593850,3050,3115,3040,89182499310,0.03,28722222,NA,NA,NA,"KQ"
"1615","138610","나이벡",14000,600,4.5,228913,3191641850,13500,14300,13250,89151412000,0.03,6367958,NA,NA,NA,"KQ"
"1616","063440","SM Life Design",2010,15,0.8,273813,548093445,2000,2025,1985,88822358280,0.03,44190228,NA,NA,NA,"KQ"
"1617","217500","러셀",2880,20,0.7,117326,338128430,2860,2920,2845,88738560000,0.03,30812000,NA,NA,NA,"KQ"
"1618","047920","씨트리",6390,70,1.1,422405,2724029250,6470,6530,6360,88491103470,0.03,13848373,NA,NA,NA,"KQ"
"1619","238490","힘스",16800,250,1.5,93184,1539719600,16450,16800,16250,88390848000,0.03,5261360,NA,NA,NA,"KQ"
"1620","049630","재영솔루텍",1920,-40,-2,676367,1295287880,1970,1970,1880,87735467520,0.03,45695556,NA,NA,NA,"KQ"
"1621","033600","에이코넬",7350,70,1,246034,1821683490,7490,7540,7250,87371625600,0.03,11887296,NA,NA,NA,"KQ"
"1622","119850","지엔씨에너지",5350,-50,-0.9,142723,769832420,5450,5490,5320,87182679800,0.03,16295828,NA,NA,NA,"KQ"
"1623","043340","에쎈테크",1210,0,0,360554,433287215,1200,1215,1195,8.712e+10,0.03,7.2e+07,NA,NA,NA,"KQ"
"1624","220260","켐트로스",3620,10,0.3,205052,739408960,3610,3635,3585,87043471960,0.03,24045158,NA,NA,NA,"KQ"
"1625","054180","중앙오션",3605,-60,-1.6,275603,994429270,3680,3730,3555,87029667690,0.03,24141378,NA,NA,NA,"KQ"
"1626","137950","제이씨케미칼",4490,40,0.9,114975,514099680,4440,4590,4420,86850070000,0.03,19343000,NA,NA,NA,"KQ"
"1627","045510","정원엔시스",2690,55,2.1,12404,32875810,2640,2690,2585,86642995480,0.03,32209292,NA,NA,NA,"KQ"
"1628","241520","DSC인베스트먼트",4950,-10,-0.2,62307,309588550,5000,5020,4900,8.6625e+10,0.03,17500000,NA,NA,NA,"KQ"
"1629","106240","파인테크닉스",2300,5,0.2,91500,210161825,2305,2320,2275,86499520100,0.03,37608487,NA,NA,NA,"KQ"
"1630","052190","이에스에이",3120,80,2.6,131224,411495045,3135,3200,3070,86447952240,0.03,27707677,NA,NA,NA,"KQ"
"1631","021040","대호피앤씨",1180,-5,-0.4,1181979,1383307385,1195,1195,1155,86273134680,0.03,73112826,NA,NA,NA,"KQ"
"1632","031310","아이즈비전",5460,-120,-2.2,208971,1143744570,5510,5580,5420,86118254040,0.03,15772574,NA,NA,NA,"KQ"
"1633","072770","네오디안테크놀로지",2430,30,1.2,597235,1454842500,2380,2490,2360,86104517940,0.03,35433958,NA,NA,NA,"KQ"
"1634","069410","엔텔스",12450,-200,-1.6,15872,198052400,12700,12700,12350,85895376150,0.03,6899227,NA,NA,NA,"KQ"
"1635","079950","인베니아",3700,0,0,52128,192910535,3710,3740,3675,8.584e+10,0.03,23200000,NA,NA,NA,"KQ"
"1636","038870","에코바이오",7440,-60,-0.8,35075,258807900,7320,7500,7320,85764540480,0.03,11527492,NA,NA,NA,"KQ"
"1637","250060","모비스",2650,0,0,569310,1519134850,2700,2750,2615,85253982100,0.03,32171314,NA,NA,NA,"KQ"
"1638","027830","대성창투",2130,10,0.5,155442,333401230,2130,2170,2130,8.52e+10,0.03,4e+07,NA,NA,NA,"KQ"
"1639","039420","케이엘넷",3500,-30,-0.8,247513,869903505,3550,3580,3495,84541555000,0.03,24154730,NA,NA,NA,"KQ"
"1640","013310","아진산업",2840,10,0.4,362184,1026378110,2860,2870,2805,84440541400,0.03,29732585,NA,NA,NA,"KQ"
"1641","043290","케이맥",12000,50,0.4,7706,91394700,11900,12050,11700,84410352000,0.03,7034196,NA,NA,NA,"KQ"
"1642","081970","넥스지",10450,0,0,0,0,0,0,0,84341155800,0.03,8070924,NA,NA,NA,"KQ"
"1643","013810","스페코",5750,-60,-1,355583,2031657530,5760,5820,5590,84268952500,0.03,14655470,NA,NA,NA,"KQ"
"1644","035290","더블유에프엠",3795,10,0.3,79603,297207090,3780,3805,3700,84149855625,0.03,22173875,NA,NA,NA,"KQ"
"1645","043100","솔고바이오",520,2,0.4,1410469,732633538,517,523,516,84097408200,0.03,161725785,NA,NA,NA,"KQ"
"1646","174880","장원테크",13900,250,1.8,161727,2235385950,13900,14100,13550,84025500000,0.03,6045000,NA,NA,NA,"KQ"
"1647","063760","이엘피",17100,-700,-3.9,36294,628275100,17800,17800,16900,83884050000,0.03,4905500,NA,NA,NA,"KQ"
"1648","092460","한라IMS",7300,-90,-1.2,49803,363790660,7470,7490,7220,83654364600,0.03,11459502,NA,NA,NA,"KQ"
"1649","114450","KPX생명과학",5570,90,1.6,127842,710630730,5640,5640,5500,8.355e+10,0.03,1.5e+07,NA,NA,NA,"KQ"
"1650","052300","W홀딩컴퍼니",631,-6,-0.9,712692,452056887,637,641,628,83484894176,0.03,132305696,NA,NA,NA,"KQ"
"1651","048430","유라테크",7240,-10,-0.1,16839,122004670,7300,7350,7180,83404800000,0.03,11520000,NA,NA,NA,"KQ"
"1652","290740","액트로",16650,-450,-2.6,137370,2310128800,17000,17250,16550,83250899100,0.03,5000054,NA,NA,NA,"KQ"
"1653","214680","디알텍",1880,-25,-1.3,394490,740422485,1895,1915,1850,83112931280,0.03,44209006,NA,NA,NA,"KQ"
"1654","053590","한국테크놀로지",1240,0,0,403830,500699305,1240,1255,1230,83054144760,0.03,66979149,NA,NA,NA,"KQ"
"1655","148250","알엔투테크놀로지",13100,200,1.6,29091,377259400,12900,13100,12750,82909140200,0.03,6328942,NA,NA,NA,"KQ"
"1656","089010","켐트로닉스",6560,40,0.6,46465,304258200,6560,6590,6490,82815230880,0.03,12624273,NA,NA,NA,"KQ"
"1657","080520","오디텍",7050,-270,-3.7,389781,2754622890,7170,7250,6980,82813593450,0.03,11746609,NA,NA,NA,"KQ"
"1658","080010","이상네트웍스",9180,30,0.3,4106,37582270,9070,9200,9070,82757700000,0.03,9015000,NA,NA,NA,"KQ"
"1659","072520","케이디 네이쳐 엔 바이오",1495,135,9.9,4732609,7495756670,1375,1710,1350,81351215855,0.03,54415529,NA,NA,NA,"KQ"
"1660","087600","픽셀플러스",9960,-240,-2.4,102967,1051987830,10450,10550,9960,81338917680,0.03,8166558,NA,NA,NA,"KQ"
"1661","226360","이엑스티",3090,-110,-3.4,616316,1960808050,3265,3330,3090,81336753660,0.03,26322574,NA,NA,NA,"KQ"
"1662","047560","이스트소프트",8190,290,3.7,70323,566976110,7970,8190,7720,81076086000,0.03,9899400,NA,NA,NA,"KQ"
"1663","042940","상지카일룸",2200,-35,-1.6,169021,370489560,2250,2300,2140,81049003200,0.03,36840456,NA,NA,NA,"KQ"
"1664","124500","아이티센",5150,-10,-0.2,193417,984099990,5190,5190,5040,80858512300,0.03,15700682,NA,NA,NA,"KQ"
"1665","026150","특수건설",8070,120,1.5,310656,2461105590,8030,8070,7760,80658148980,0.03,9994814,NA,NA,NA,"KQ"
"1666","052770","와이디온라인",2565,45,1.8,1165893,3045573320,2505,2730,2480,80601005610,0.03,31423394,NA,NA,NA,"KQ"
"1667","093520","매커스",4975,-35,-0.7,135527,676774290,5050,5050,4970,80411382700,0.03,16163092,NA,NA,NA,"KQ"
"1668","036690","코맥스",5630,-110,-1.9,170014,965067160,5760,5760,5630,80396202950,0.03,14279965,NA,NA,NA,"KQ"
"1669","101490","에스앤에스텍",4065,-20,-0.5,30332,123767485,4110,4110,4025,80224120515,0.03,19735331,NA,NA,NA,"KQ"
"1670","046110","한일네트웍스",6710,130,2,39687,266007800,6520,6790,6520,80212863170,0.03,11954227,NA,NA,NA,"KQ"
"1671","038070","서린바이오",11600,0,0,22507,259945900,11700,11700,11500,80045985600,0.03,6900516,NA,NA,NA,"KQ"
"1672","140520","대창스틸",4000,0,0,69474,276205875,4000,4030,3940,8e+10,0.03,2e+07,NA,NA,NA,"KQ"
"1673","006140","피제이전자",8000,40,0.5,22909,181494680,7980,8030,7850,8e+10,0.03,1e+07,NA,NA,NA,"KQ"
"1674","089230","THE E&M",870,26,3.1,1094421,935977578,844,876,832,79919052600,0.03,91860980,NA,NA,NA,"KQ"
"1675","037440","희림",5730,60,1.1,553285,3179087070,5680,5900,5610,79775781750,0.03,13922475,NA,NA,NA,"KQ"
"1676","052290","트레이스",1455,0,0,0,0,0,0,0,79766264625,0.03,54822175,NA,NA,NA,"KQ"
"1677","079960","동양이엔피",10100,0,0,2004,20121550,10000,10100,10000,7.9386e+10,0.03,7860000,NA,NA,NA,"KQ"
"1678","081150","티플랙스",3265,-170,-5,2036884,6608093795,3305,3305,3205,79236332530,0.03,24268402,NA,NA,NA,"KQ"
"1679","148140","비디아이",15000,0,0,29541,445255250,15200,15500,14750,79207500000,0.03,5280500,NA,NA,NA,"KQ"
"1680","126600","코프라",3750,-30,-0.8,32494,122107590,3775,3780,3745,79183627500,0.03,21115634,NA,NA,NA,"KQ"
"1681","043220","에이치엘비파워",1330,-35,-2.6,914392,1208731260,1375,1375,1295,79160089120,0.03,59518864,NA,NA,NA,"KQ"
"1682","054220","비츠로시스",1770,40,2.3,3503689,6259754025,1745,1840,1715,79044298920,0.03,44657796,NA,NA,NA,"KQ"
"1683","099220","SDN",2110,35,1.7,6706439,14427492610,2055,2240,2045,78761166370,0.03,37327567,NA,NA,NA,"KQ"
"1684","096350","대창솔루션",726,49,7.2,3485062,2460044913,680,750,660,78738558690,0.03,108455315,NA,NA,NA,"KQ"
"1685","058530","슈펙스비앤피",1335,10,0.8,292672,387475580,1315,1350,1300,78481066860,0.03,58787316,NA,NA,NA,"KQ"
"1686","160600","에스엔텍",6670,150,2.3,69602,458776490,6520,6690,6470,78406283550,0.03,11755065,NA,NA,NA,"KQ"
"1687","085810","알티캐스트",3690,-75,-2,49410,182908700,3710,3760,3655,78313460400,0.03,21223160,NA,NA,NA,"KQ"
"1688","039230","에이아이비트",1490,-110,-6.9,1634656,2463523960,1565,1585,1420,78304440840,0.03,52553316,NA,NA,NA,"KQ"
"1689","225650","쿠첸",7300,30,0.4,19266,139862570,7500,7500,7180,78009822100,0.03,10686277,NA,NA,NA,"KQ"
"1690","237750","피앤씨테크",11950,250,2.1,67499,800810850,11750,12100,11650,77634370000,0.03,6496600,NA,NA,NA,"KQ"
"1691","106520","디지탈옵틱",1550,-35,-2.2,652955,1017389325,1595,1600,1535,77518052850,0.03,50011647,NA,NA,NA,"KQ"
"1692","032960","동일기연",12600,-50,-0.4,984,12161950,12600,12600,12200,77486005800,0.03,6149683,NA,NA,NA,"KQ"
"1693","053620","태양",9010,110,1.2,8579,76745800,8900,9110,8900,7.7486e+10,0.03,8600000,NA,NA,NA,"KQ"
"1694","066360","체리부로",2775,55,2,49548,135590185,2720,2785,2715,77345823975,0.03,27872369,NA,NA,NA,"KQ"
"1695","033230","인성정보",4035,5,0.1,30471,122496845,4080,4080,3950,77303623485,0.03,19158271,NA,NA,NA,"KQ"
"1696","041520","이라이콤",6340,-90,-1.4,83151,530272090,6450,6480,6320,77276548200,0.03,12188730,NA,NA,NA,"KQ"
"1697","104540","코렌텍",7760,120,1.6,9311,72003060,7530,7850,7530,77112307280,0.03,9937153,NA,NA,NA,"KQ"
"1698","038680","에스넷",4795,5,0.1,53874,258427595,4865,4865,4765,77080655925,0.03,16075215,NA,NA,NA,"KQ"
"1699","053260","금강철강",4115,-25,-0.6,15952,65139885,4150,4190,4015,77032800000,0.03,18720000,NA,NA,NA,"KQ"
"1700","080470","성창오토텍",10550,100,1,621692,6504818700,10500,10800,10150,7.7015e+10,0.03,7300000,NA,NA,NA,"KQ"
"1701","024840","갑을메탈",2465,-40,-1.6,132102,326491580,2505,2515,2445,77010287640,0.03,31241496,NA,NA,NA,"KQ"
"1702","207760","미스터블루",3150,-70,-2.2,245403,773316735,3220,3250,2900,76830115950,0.03,24390513,NA,NA,NA,"KQ"
"1703","088390","이녹스",8200,100,1.2,7603,62269320,8100,8250,8100,76676920800,0.03,9350844,NA,NA,NA,"KQ"
"1704","086670","비엠티",9370,60,0.6,56777,522706750,9320,9400,9060,76332976730,0.03,8146529,NA,NA,NA,"KQ"
"1705","234920","자이글",5640,190,3.5,125203,708365970,5460,5890,5460,76314332400,0.03,13530910,NA,NA,NA,"KQ"
"1706","241790","오션브릿지",8350,220,2.7,54922,454854870,8180,8440,8140,76193583000,0.03,9124980,NA,NA,NA,"KQ"
"1707","024880","케이피에프",4840,50,1,15582,74920385,4740,4910,4670,76115214560,0.03,15726284,NA,NA,NA,"KQ"
"1708","149980","하이로닉",5400,20,0.4,46441,252715870,5450,5500,5380,76111623000,0.03,14094745,NA,NA,NA,"KQ"
"1709","006920","모헨즈",6960,260,3.9,897541,6259132480,6720,7200,6660,76003200000,0.03,10920000,NA,NA,NA,"KQ"
"1710","036480","대성미생물",20000,-500,-2.4,262847,5216753950,20200,20400,19500,7.6e+10,0.03,3800000,NA,NA,NA,"KQ"
"1711","184230","SGA솔루션즈",2240,10,0.4,165293,369734075,2260,2265,2220,75947419520,0.03,33905098,NA,NA,NA,"KQ"
"1712","033130","디지틀조선",2045,-5,-0.2,41692,85645505,2045,2070,2045,75900721015,0.03,37115267,NA,NA,NA,"KQ"
"1713","050540","한국코퍼레이션",2880,110,4,396929,1143929795,2775,2940,2775,75780982080,0.03,26312841,NA,NA,NA,"KQ"
"1714","043910","자연과환경",2215,5,0.2,987734,2171256950,2245,2250,2160,75197825755,0.03,33949357,NA,NA,NA,"KQ"
"1715","041020","인프라웨어",2005,10,0.5,92178,185284400,1995,2030,1985,75113635800,0.03,37463160,NA,NA,NA,"KQ"
"1716","096690","제이스테판",288,-3,-1,2379576,688523455,291,297,285,75101739552,0.03,260769929,NA,NA,NA,"KQ"
"1717","115310","인포바인",23500,-100,-0.4,5588,130392250,23400,23600,23200,75032750500,0.03,3192883,NA,NA,NA,"KQ"
"1718","170920","엘티씨",9950,-40,-0.4,20771,206250910,10050,10050,9900,74823432850,0.03,7519943,NA,NA,NA,"KQ"
"1719","096640","멜파스",3515,-25,-0.7,25896,91444235,3540,3575,3490,74718885765,0.03,21257151,NA,NA,NA,"KQ"
"1720","114190","웰크론강원",4890,-105,-2.1,156428,770282630,4900,5070,4865,74587316700,0.03,15253030,NA,NA,NA,"KQ"
"1721","050120","라이브플렉스",896,22,2.5,724954,646025433,877,901,877,74585776384,0.03,83243054,NA,NA,NA,"KQ"
"1722","037370","EG",9940,-510,-4.9,739262,7433486950,10250,10350,9930,7.455e+10,0.03,7500000,NA,NA,NA,"KQ"
"1723","025550","한국선재",3035,-20,-0.6,125324,380583570,3050,3065,3010,74425040890,0.03,24522254,NA,NA,NA,"KQ"
"1724","039290","인포뱅크",8550,10,0.1,60694,521142440,8500,8660,8500,74333511900,0.03,8693978,NA,NA,NA,"KQ"
"1725","066670","디스플레이텍",3975,-20,-0.5,6750,26788345,3960,3990,3960,74300374050,0.03,18691918,NA,NA,NA,"KQ"
"1726","109860","동일금속",10600,0,0,25819,274284900,10700,10750,10550,7.42e+10,0.03,7e+06,NA,NA,NA,"KQ"
"1727","215380","우정바이오",2955,-60,-2,348623,1035131875,3005,3025,2955,74199196005,0.03,25109711,NA,NA,NA,"KQ"
"1728","127120","디엔에이링크",6880,220,3.3,358831,2414748280,6680,6900,6500,73876064000,0.03,10737800,NA,NA,NA,"KQ"
"1729","123040","엠에스오토텍",2710,60,2.3,180041,492596585,2650,2865,2645,73725609620,0.03,27205022,NA,NA,NA,"KQ"
"1730","159910","스킨앤스킨",717,-8,-1.1,384724,275657552,723,728,705,73668907095,0.03,102746035,NA,NA,NA,"KQ"
"1731","094170","동운아나텍",5900,90,1.6,25532,150465530,5830,5940,5830,73648773700,0.03,12482843,NA,NA,NA,"KQ"
"1732","134780","화진",3060,0,0,0,0,0,0,0,73560710880,0.03,24039448,NA,NA,NA,"KQ"
"1733","900040","차이나그레이트",583,-22,-3.6,5800374,3417089903,612,612,580,73380202731,0.03,125866557,NA,NA,NA,"KQ"
"1734","106080","알비케이이엠디",707,4,0.6,329028,231886403,710,710,699,72982492940,0.03,103228420,NA,NA,NA,"KQ"
"1735","050320","에이앤티앤",3220,0,0,0,0,0,0,0,72970870420,0.03,22661761,NA,NA,NA,"KQ"
"1736","039310","세중",4025,-35,-0.9,344433,1383472450,4060,4105,3960,72939709675,0.03,18121667,NA,NA,NA,"KQ"
"1737","059120","아진엑스텍",10500,250,2.4,47137,488287250,10350,10550,10100,72932107500,0.03,6945915,NA,NA,NA,"KQ"
"1738","900090","차이나하오란",773,0,0,0,0,0,0,0,7.2662e+10,0.03,9.4e+07,NA,NA,NA,"KQ"
"1739","131090","시큐브",2015,-5,-0.2,528151,1073349070,2040,2075,2015,7.254e+10,0.03,3.6e+07,NA,NA,NA,"KQ"
"1740","073570","피엠지파마",6860,-90,-1.3,32328,223589770,7010,7010,6840,72485579460,0.03,10566411,NA,NA,NA,"KQ"
"1741","036710","심텍홀딩스",2075,20,1,21276,43914565,2080,2090,2050,72408853475,0.03,34895833,NA,NA,NA,"KQ"
"1742","065450","빅텍",2945,15,0.5,411143,1212744705,2960,2975,2930,72152500000,0.03,24500000,NA,NA,NA,"KQ"
"1743","041920","메디아나",8340,-10,-0.1,37629,313382970,8400,8430,8230,72145136640,0.03,8650496,NA,NA,NA,"KQ"
"1744","046390","삼화네트웍스",1680,50,3.1,366982,606966100,1625,1680,1600,72001327440,0.03,42857933,NA,NA,NA,"KQ"
"1745","044060","조광ILI",7260,-40,-0.6,454208,3253214580,7260,7340,6990,71769862560,0.03,9885656,NA,NA,NA,"KQ"
"1746","187870","디바이스이엔지",10550,-50,-0.5,28198,297034000,10700,10700,10450,71550100000,0.03,6782000,NA,NA,NA,"KQ"
"1747","056360","코위버",7280,20,0.3,54311,396437010,7290,7380,7260,71320704000,0.03,9796800,NA,NA,NA,"KQ"
"1748","039020","이건홀딩스",3155,-15,-0.5,204729,655880370,3150,3280,3135,71254756895,0.03,22584709,NA,NA,NA,"KQ"
"1749","025950","동신건설",8450,60,0.7,132259,1124063560,8350,8720,8300,7.098e+10,0.03,8400000,NA,NA,NA,"KQ"
"1750","100660","서암기계공업",5620,-10,-0.2,237531,1328776590,5650,5720,5450,7.0812e+10,0.03,12600000,NA,NA,NA,"KQ"
"1751","133750","메가엠디",3165,-45,-1.4,340545,1083848345,3230,3235,3150,70796596845,0.03,22368593,NA,NA,NA,"KQ"
"1752","208140","정다운",3440,170,5.2,1728609,5887736820,3235,3480,3235,70622594560,0.03,20529824,NA,NA,NA,"KQ"
"1753","018620","우진비앤지",4350,-105,-2.4,261625,1137229925,4470,4475,4295,70544006550,0.03,16217013,NA,NA,NA,"KQ"
"1754","094840","슈프리마에이치큐",6730,20,0.3,56769,381441050,6710,6800,6600,70475483200,0.03,10471840,NA,NA,NA,"KQ"
"1755","104040","대성파인텍",2250,-75,-3.2,3245646,7387767120,2335,2340,2235,70427882250,0.03,31301281,NA,NA,NA,"KQ"
"1756","182360","큐브엔터",2650,-125,-4.5,1348337,3623084360,2800,2845,2615,70420482550,0.03,26573767,NA,NA,NA,"KQ"
"1757","024120","KB오토시스",6120,-30,-0.5,2789,17111760,6070,6180,6070,7.038e+10,0.03,11500000,NA,NA,NA,"KQ"
"1758","190510","나무가",20500,-150,-0.7,6081,124113550,20800,20800,20300,70315410000,0.03,3430020,NA,NA,NA,"KQ"
"1759","101400","엔시트론",690,-14,-2,493860,341006439,704,714,685,70130484270,0.03,101638383,NA,NA,NA,"KQ"
"1760","042110","에스씨디",1450,-5,-0.3,115875,167776555,1450,1460,1445,70077867800,0.03,48329564,NA,NA,NA,"KQ"
"1761","019010","그랜드백화점",14450,0,0,3331,48117950,14500,14500,14250,6.9649e+10,0.02,4820000,NA,NA,NA,"KQ"
"1762","054930","유신",23200,200,0.9,92503,2119871750,22500,23450,22450,6.96e+10,0.02,3e+06,NA,NA,NA,"KQ"
"1763","049830","승일",11350,-50,-0.4,8483,97069250,11300,11550,11300,69599471200,0.02,6132112,NA,NA,NA,"KQ"
"1764","052220","iMBC",3025,-5,-0.2,22441,68011030,3010,3040,3010,6.9575e+10,0.02,2.3e+07,NA,NA,NA,"KQ"
"1765","019590","엠벤처투자",587,0,0,0,0,0,0,0,69547815765,0.02,118480095,NA,NA,NA,"KQ"
"1766","037070","파세코",4955,25,0.5,39759,197461890,4980,5010,4905,6.937e+10,0.02,1.4e+07,NA,NA,NA,"KQ"
"1767","001000","신라섬유",2855,20,0.7,146853,422316665,2840,2900,2835,69312376700,0.02,24277540,NA,NA,NA,"KQ"
"1768","195990","유지인트",864,-6,-0.7,694815,600707931,867,876,858,69020733312,0.02,79885108,NA,NA,NA,"KQ"
"1769","060540","에스에이티",2635,55,2.1,1661380,4331607060,2590,2665,2520,68861261310,0.02,26133306,NA,NA,NA,"KQ"
"1770","064820","케이프",2685,45,1.7,131674,350163585,2630,2695,2630,68544218505,0.02,25528573,NA,NA,NA,"KQ"
"1771","090410","덕신하우징",1710,0,0,126141,215291095,1690,1725,1690,68502600000,0.02,40060000,NA,NA,NA,"KQ"
"1772","049430","코메론",7560,30,0.4,4609,34583900,7470,7560,7410,68402880000,0.02,9048000,NA,NA,NA,"KQ"
"1773","177830","파버나인",6310,-80,-1.2,91369,576645860,6390,6440,6250,68365215440,0.02,10834424,NA,NA,NA,"KQ"
"1774","126880","제이엔케이히터",4090,5,0.1,91368,371543230,4115,4145,4035,68231077350,0.02,16682415,NA,NA,NA,"KQ"
"1775","066130","하츠",5330,-130,-2.4,67586,363691490,5460,5510,5330,6.8224e+10,0.02,12800000,NA,NA,NA,"KQ"
"1776","066110","한프",1500,0,0,129847,194575965,1520,1520,1485,68166610500,0.02,45444407,NA,NA,NA,"KQ"
"1777","226440","한송네오텍",1780,30,1.7,3771652,6869272610,1760,1920,1750,67997794240,0.02,38201008,NA,NA,NA,"KQ"
"1778","065710","서호전기",13200,-400,-2.9,38776,513715400,13700,13750,13100,6.798e+10,0.02,5150000,NA,NA,NA,"KQ"
"1779","131180","딜리",2315,-25,-1.1,107670,249472940,2385,2385,2285,67945250000,0.02,29350000,NA,NA,NA,"KQ"
"1780","066410","아컴스튜디오",1090,-30,-2.7,1037076,1134448560,1120,1120,1080,67837134270,0.02,62235903,NA,NA,NA,"KQ"
"1781","238120","로고스바이오",18850,550,3,177017,3353427400,18300,19500,18200,67760547400,0.02,3594724,NA,NA,NA,"KQ"
"1782","001810","무림SP",3060,25,0.8,47225,144027795,3005,3090,3000,67740750000,0.02,22137500,NA,NA,NA,"KQ"
"1783","066900","디에이피",2975,-55,-1.8,34009,101444280,3010,3040,2970,67664896425,0.02,22744503,NA,NA,NA,"KQ"
"1784","049470","SGA",696,0,0,133893,92912101,698,699,690,67320251304,0.02,96724499,NA,NA,NA,"KQ"
"1785","058630","엠게임",3440,0,0,30431,104948175,3445,3465,3435,67230936880,0.02,19543877,NA,NA,NA,"KQ"
"1786","123570","이엠넷",3015,5,0.2,106387,321307420,3020,3070,2985,67162375170,0.02,22276078,NA,NA,NA,"KQ"
"1787","035480","마제스타",1475,0,0,0,0,0,0,0,67155378250,0.02,45529070,NA,NA,NA,"KQ"
"1788","101170","우림기계",4960,-20,-0.4,172038,853783580,4970,5030,4905,6.696e+10,0.02,13500000,NA,NA,NA,"KQ"
"1789","030350","드래곤플라이",4180,70,1.7,48328,198859070,4110,4195,4050,66915492380,0.02,16008491,NA,NA,NA,"KQ"
"1790","105550","트루윈",6030,-340,-5.3,42326,258574090,6240,6270,6000,66591810540,0.02,11043418,NA,NA,NA,"KQ"
"1791","033200","모아텍",4645,60,1.3,5240,24325875,4650,4735,4605,66568354325,0.02,14331185,NA,NA,NA,"KQ"
"1792","101390","아이엠",1765,-25,-1.4,650239,1150499235,1800,1800,1755,66314595885,0.02,37572009,NA,NA,NA,"KQ"
"1793","071850","캐스텍코리아",4590,50,1.1,133023,612790890,4550,4665,4545,66197884230,0.02,14422197,NA,NA,NA,"KQ"
"1794","127710","아시아경제",2610,10,0.4,63249,164090525,2580,2610,2580,65886918300,0.02,25244030,NA,NA,NA,"KQ"
"1795","092870","엑시콘",7400,150,2.1,24266,177822420,7260,7400,7250,65737900000,0.02,8883500,NA,NA,NA,"KQ"
"1796","004590","한국가구",21900,0,0,2473,54030950,22350,22350,21400,6.57e+10,0.02,3e+06,NA,NA,NA,"KQ"
"1797","234100","세원",2935,105,3.7,1168044,3566044765,2830,3280,2780,65694060975,0.02,22382985,NA,NA,NA,"KQ"
"1798","010240","흥국",5330,-220,-4,174698,943110380,5540,5580,5310,65679969680,0.02,12322696,NA,NA,NA,"KQ"
"1799","010470","오리콤",5710,-60,-1,97344,554705770,5770,5790,5620,65657862500,0.02,11498750,NA,NA,NA,"KQ"
"1800","085670","뉴프렉스",3100,35,1.1,140315,435930375,3070,3145,3060,65583720900,0.02,21156039,NA,NA,NA,"KQ"
"1801","054210","이랜텍",3185,-65,-2,67256,215031080,3260,3260,3130,65223086110,0.02,20478206,NA,NA,NA,"KQ"
"1802","208350","지란지교시큐리티",1800,45,2.6,191608,342340860,1770,1815,1755,65178338400,0.02,36210188,NA,NA,NA,"KQ"
"1803","033830","티비씨",650,6,0.9,59459,38299949,644,650,641,6.5e+10,0.02,1e+08,NA,NA,NA,"KQ"
"1804","246690","티에스인베스트먼트",2890,-20,-0.7,85786,247440320,2925,2925,2860,64796701560,0.02,22421004,NA,NA,NA,"KQ"
"1805","048770","TPC",5020,30,0.6,16187,81264230,4970,5080,4950,6.4758e+10,0.02,12900000,NA,NA,NA,"KQ"
"1806","037030","파워넷",5390,0,0,86923,471081690,5480,5510,5360,64731819460,0.02,12009614,NA,NA,NA,"KQ"
"1807","089850","유비벨록스",9080,140,1.6,21069,190722430,9130,9130,8990,64610528760,0.02,7115697,NA,NA,NA,"KQ"
"1808","097800","윈팩",1895,50,2.7,400472,735763970,1845,1900,1810,64602858110,0.02,34091218,NA,NA,NA,"KQ"
"1809","017680","데코앤이",650,-48,-6.9,4061223,2655464381,708,708,638,64522199300,0.02,99264922,NA,NA,NA,"KQ"
"1810","000440","중앙에너비스",51800,-6700,-11.4,194761,10520601500,60800,61500,50200,64513066800,0.02,1245426,NA,NA,NA,"KQ"
"1811","045660","에이텍",7810,50,0.6,86101,674665730,7800,7910,7760,64510600000,0.02,8260000,NA,NA,NA,"KQ"
"1812","263800","데이타솔루션",4050,0,0,118935,483867260,4080,4145,4030,63660249000,0.02,15718580,NA,NA,NA,"KQ"
"1813","042600","새로닉스",5110,-20,-0.4,16676,85120370,5050,5180,5050,63484463140,0.02,12423574,NA,NA,NA,"KQ"
"1814","066910","손오공",2895,-10,-0.3,64545,185842585,2925,2925,2865,63389386095,0.02,21896161,NA,NA,NA,"KQ"
"1815","003310","대주산업",1790,-5,-0.3,926507,1687555855,1880,1880,1785,63352306500,0.02,35392350,NA,NA,NA,"KQ"
